,name,position,age,market_value,country_from,league_from,club_from,country_to,league_to,club_to,fee,loan
1799,Mohammed Kamara,Forward,24,1.4,Turkey,Süper Lig,Hatayspor,Israel,Ligat ha'Al,Hapoel Haifa,0,False
1800,Daniele Baselli,Midfielder,30,1.4,Italy,Serie B,Cagliari Calcio,Italy,Serie B,Como 1907,0,False
1801,Muhammet Demir,Forward,30,1.4,Turkey,Süper Lig,Gaziantep FK,Turkey,Süper Lig,Konyaspor,0,False
1802,Tatsuhiro Sakamoto,Midfielder,25,1.4,Japan,J1 League,Cerezo Osaka,Belgium,Jupiler Pro League,KV Oostende,0,False
1803,Kevin Varga,Forward,26,1.4,Turkey,Süper Lig,Kasimpasa,Turkey,Süper Lig,Hatayspor,0,False
1804,Pablo Aguilar,Defender,35,1.4,Mexico,Liga MX Clausura,CD Cruz Azul,Paraguay,Primera División Clausura,Club Libertad Asunción,0,False
1805,José Kanté,Forward,31,1.4,Kazakhstan,Premier Liga,Kairat Almaty,China,Super League,Cangzhou Mighty Lions,0,False
1806,Marko Raguz,Forward,24,800k,Austria,Bundesliga,LASK,Austria,Bundesliga,Austria Vienna,1.3,False
1807,Jewison Bennette,Forward,18,275k,Costa Rica,Primera División Clausura,CS Herediano,England,Championship,Sunderland AFC,1.3,False
1808,Mateusz Wieteska,Defender,25,1.3,Poland,Ekstraklasa,Legia Warszawa,France,Ligue 1,Clermont Foot 63,1.3,False
1809,Mahmoud Gad,Goalkeeper,23,600k,Egypt,Premier League,Enppi SC,Egypt,Premier League,El Masry SC,1.3,False
1810,Diogo Abreu,Midfielder,19,0,Portugal,Without League,FC Porto U19,Portugal,League 3 - Relegation round,Sporting CP B,1.3,False
1811,Álex Valera,Forward,26,850k,Peru,Liga 1 Clausura,Universitario de Deportes,Saudi Arabia,Saudi Pro League,Al-Fateh SC,1.3,False
1812,Jakub Piotrowski,Midfielder,24,800k,Germany,2. Bundesliga,Fortuna Düsseldorf,Bulgaria,efbet Liga,Ludogorets Razgrad,1.3,False
1813,Darko Nejasmic,Midfielder,23,1.3,Croatia,SuperSport HNL,HNK Hajduk Split,Croatia,SuperSport HNL,NK Osijek,1.25,False
1814,Ransford-Yeboah Königsdörffer,Forward,20,1.3,Germany,3. Liga,SG Dynamo Dresden,Germany,2. Bundesliga,Hamburger SV,1.2,False
1815,Tobias Mohr,Midfielder,26,1.3,Germany,2. Bundesliga,1.FC Heidenheim 1846,Germany,Bundesliga,FC Schalke 04,1.1,False
1816,Mahamé Siby,Midfielder,26,1.3,France,Ligue 1,RC Strasbourg Alsace,Sweden,Allsvenskan,Malmö FF,1.0,False
1817,Fabrizio Caligara,Midfielder,22,1.3,Italy,Serie B,Cagliari Calcio,Italy,Serie B,Ascoli Calcio,800k,False
1818,Kwadwo Duah,Forward,25,1.3,Switzerland,Super League,FC St. Gallen 1879,Germany,2. Bundesliga,1.FC Nuremberg,700k,False
1819,Xavier Mercier,Midfielder,32,1.3,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,Hungary,NB I.,Ferencvárosi TC,500k,False
1820,Adam Vlkanova,Midfielder,27,1.3,Czech Republic,Fortuna Liga,FC Hradec Kralove,Czech Republic,Fortuna Liga,FC Viktoria Plzen,490k,False
1821,Mario Curic,Midfielder,23,1.3,Croatia,SuperSport HNL,HNK Sibenik,Russia,Premier Liga,Torpedo Moscow,400k,False
1822,Radu Boboc,Defender,23,1.3,Romania,SuperLiga,FCV Farul Constanta,Romania,SuperLiga,FCSB,200k,False
1823,Alexandru Albu,Midfielder,28,1.3,Romania,Liga 2,Concordia Chiajna,Romania,SuperLiga,FC Rapid 1923,150k,False
1824,Andrei Ciobanu,Midfielder,24,1.3,Romania,SuperLiga,FCV Farul Constanta,Romania,SuperLiga,FC Rapid 1923,100k,False
1825,Aleksandar Filipovic,Defender,27,1.3,Belarus,Vysheyshaya Liga,BATE Borisov,Serbia,Super liga Srbije,FK Partizan Belgrade,100k,False
1826,Gastón Togni,Forward,24,1.3,Argentina,Liga Profesional,CA Independiente,Argentina,Liga Profesional,Defensa y Justicia,100k,True
1827,Vinícius,Forward,28,1.3,Brazil,Série B,Esporte Clube Bahia,Brazil,Série A,Goiás EC,100k,False
1828,Filip Majchrowicz,Goalkeeper,22,1.3,Poland,Ekstraklasa,Radomiak Radom,Cyprus,Protathlima Cyta,Pafos FC,50k,True
1829,Marcel Lotka,Goalkeeper,21,1.3,Germany,Bundesliga,Hertha BSC,Germany,Bundesliga,Borussia Dortmund,0,False
1830,Bright Arrey-Mbi,Defender,19,1.3,Germany,Bundesliga,Bayern Munich,Germany,2. Bundesliga,Hannover 96,0,True
1831,Paul Nebel,Forward,19,1.3,Germany,Bundesliga,1.FSV Mainz 05,Germany,2. Bundesliga,Karlsruher SC,0,True
1832,Thomas Didillon,Goalkeeper,26,1.3,Belgium,Jupiler Pro League,Cercle Brugge ,Monaco,Ligue 1,AS Monaco,0,True
1833,Felipe Aguilar,Defender,29,1.3,Brazil,Série A,Club Athletico Paranaense,Argentina,Liga Profesional,Club Atlético Lanús,0,True
1834,Alexandru Matan,Forward,22,1.3,United States,MLS,Columbus Crew,Romania,SuperLiga,FC Rapid 1923,0,True
1835,Gianni Bruno,Forward,30,1.3,Belgium,Jupiler Pro League,KAA Gent,Belgium,Jupiler Pro League,Sint-Truidense VV,0,True
1836,Jamilu Collins,Defender,27,1.3,Germany,2. Bundesliga,SC Paderborn 07,Wales,Championship,Cardiff City,0,False
1837,Bradley Mazikou,Defender,26,1.3,Bulgaria,efbet Liga,CSKA-Sofia,Greece,Super League 1,Aris Thessaloniki,0,False
1838,Amir Richardson,Midfielder,20,1.3,France,Ligue 1,Stade Reims,France,Ligue 2,AC Le Havre,0,True
1839,Baptiste Guillaume,Forward,27,1.3,France,Ligue 2,Valenciennes FC,France,Ligue 2,EA Guingamp,0,False
1840,Luca Vignali,Defender,26,1.3,Italy,Serie A,Spezia Calcio,Italy,Serie B,Como 1907,0,False
1841,Jacopo Da Riva,Midfielder,21,1.3,Italy,Serie A,Atalanta BC,Italy,Serie B,Como 1907,0,True
1842,Marco Mancosu,Midfielder,33,1.3,Italy,Serie B,SPAL,Italy,Serie B,Cagliari Calcio,0,False
1843,Natanael,Defender,31,1.3,Brazil,Série A,Sport Club Internacional,Brazil,Série A,Avaí FC,0,False
1844,Ahmet Oguz,Defender,29,1.3,Turkey,Süper Lig,Sivasspor,Turkey,Süper Lig,Konyaspor,0,False
1845,Axel Bamba,Defender,23,1.3,France,Ligue 2,Paris FC,Spain,LaLiga2,Sporting Gijón,0,False
1846,Andrea La Mantia,Forward,31,1.3,Italy,Serie A,FC Empoli,Italy,Serie B,SPAL,0,True
1847,Tomás Esteves,Defender,20,1.3,Portugal,Liga Sabseg,FC Porto B,Italy,Serie B,Pisa Sporting Club,0,True
1848,Ronwen Williams,Goalkeeper,30,1.3,South Africa,DStv Premiership,SuperSport United,South Africa,DStv Premiership,Mamelodi Sundowns FC,0,False
1849,Yeison Gordillo,Midfielder,30,1.3,Argentina,Liga Profesional,CA San Lorenzo de Almagro,Colombia,Liga DIMAYOR II,Junior FC,0,False
1850,Dzenan Pejcinovic,Forward,17,0,Germany,U19-Bundesliga S/SW,FC Augsburg U19,Germany,Bundesliga,VfL Wolfsburg,1.25,False
1851,Rildo,Midfielder,22,450k,Brazil,Série B,Grêmio Foot-Ball Porto Alegrense,Portugal,Liga Portugal,CD Santa Clara,1.25,False
1852,Craig Goodwin,Forward,30,1.25,Saudi Arabia,Saudi Pro League,Abha Club,Australia,A-League Men,Adelaide United,0,False
1853,Eduardo Santos,Defender,24,800k,Czech Republic,FNL,MFK Karvina,Czech Republic,Fortuna Liga,SK Slavia Prague,1.2,False
1854,Krystof Danek,Midfielder,19,900k,Czech Republic,Fortuna Liga,SK Sigma Olomouc,Czech Republic,Fortuna Liga,AC Sparta Prague,1.2,False
1855,Isak Dybvik Määttä,Defender,20,500k,Norway,Eliteserien,Aalesunds FK,Netherlands,Eredivisie,FC Groningen,1.2,False
1856,Sebastian Sebulonsen,Defender,22,900k,Norway,Eliteserien,Viking FK,Denmark,Superligaen,Bröndby IF,1.2,False
1857,Andrija Novakovich,Forward,25,1.0,Italy,Serie B,Frosinone Calcio,Italy,Serie B,Venezia FC,1.2,False
1858,Leif Davis,Defender,22,800k,England,Premier League,Leeds United,England,League One,Ipswich Town,1.2,False
1859,Hugo Moura,Midfielder,24,1.0,Brazil,Série A,CR Flamengo,Brazil,Série A,Club Athletico Paranaense,1.2,False
1860,Ivan Kuzmichev,Defender,21,800k,Russia,Premier Liga,Ural Yekaterinburg,Russia,Premier Liga,Lokomotiv Moscow,1.2,False
1861,Alioune Ndour,Forward,24,700k,Norway,Eliteserien,FK Haugesund,Belgium,Jupiler Pro League,SV Zulte Waregem,1.2,False
1862,Martin Ádám,Forward,27,900k,Hungary,NB I.,Paksi FC,"Korea, South",K League 1,Ulsan Hyundai,1.2,False
1863,Philippe Keny,Forward,23,1.2,Turkey,1.Lig,Bandirmaspor,Turkey,Süper Lig,Basaksehir FK,1.2,False
1864,Olakunle Olusegun,Forward,20,700k,Bulgaria,efbet Liga,Botev Plovdiv,Russia,Premier Liga,FK Krasnodar,1.2,False
1865,Jonathan Asp Jensen,Midfielder,16,0,Denmark,Without League,FC Midtjylland Youth,Germany,U17-Bundesliga South/Southwest,FC Bayern Munich U17 ,1.2,False
1866,Emmanuel Martínez,Midfielder,28,1.2,Ecuador,Serie A Segunda Etapa,Barcelona SC Guayaquil,Brazil,Série A,América Futebol Clube (MG),1.15,False
1867,Giuseppe Caso,Forward,23,1.2,Italy,Serie B,Genoa CFC,Italy,Serie B,Frosinone Calcio,1.1,False
1868,Corentin Jean,Forward,26,1.2,France,Ligue 1,RC Lens,United States,MLS,Inter Miami CF,1.09,False
1869,Christoph Daferner,Forward,24,1.2,Germany,3. Liga,SG Dynamo Dresden,Germany,2. Bundesliga,1.FC Nuremberg,1.0,False
1870,Enis Cokaj,Midfielder,23,1.2,Croatia,SuperSport HNL,NK Lokomotiva Zagreb,Greece,Super League 1,Panathinaikos Athens,1.0,False
1871,Efthymios Koulouris,Forward,26,1.2,Greece,Super League 1,Atromitos Athen,Austria,Bundesliga,LASK,1.0,False
1872,Astrit Selmani,Forward,25,1.2,Sweden,Allsvenskan,Hammarby IF,Israel,Ligat ha'Al,Hapoel Beer Sheva,1.0,False
1873,Artur Ionita,Midfielder,31,1.2,Italy,Serie B,Benevento Calcio,Italy,Serie B,Pisa Sporting Club,1.0,False
1874,Pierre-Yves Hamel,Forward,28,1.2,France,Ligue 1,FC Lorient,France,Ligue 2,Paris FC,1.0,False
1875,Jordy de Wijs,Defender,27,1.2,England,Championship,Queens Park Rangers,Germany,2. Bundesliga,Fortuna Düsseldorf,900k,False
1876,Asger Sörensen,Defender,26,1.2,Germany,2. Bundesliga,1.FC Nuremberg,Czech Republic,Fortuna Liga,AC Sparta Prague,800k,False
1877,Nabil Dounga,Midfielder,26,1.2,Egypt,Premier League,Pyramids FC,Egypt,Premier League,Zamalek SC,775k,False
1878,Lucas Oliveira,Defender,26,1.2,Brazil,Série A,Atlético Clube Goianiense,Brazil,Série B,Cruzeiro Esporte Clube,750k,False
1879,Ewoud Pletinckx,Defender,21,1.2,Belgium,Jupiler Pro League,SV Zulte Waregem,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,750k,False
1880,Alasana Manneh,Midfielder,24,1.2,Poland,Ekstraklasa,Górnik Zabrze,Denmark,Superligaen,Odense Boldklub,600k,False
1881,Shion Homma,Midfielder,21,1.2,Japan,J2 League,Albirex Niigata,Belgium,Challenger Pro League,Club NXT,500k,False
1882,Jhonatan Candia,Forward,27,1.2,Argentina,Liga Profesional,CA Huracán,Argentina,Liga Profesional,CA Rosario Central,480k,False
1883,Ismael Tajouri-Shradi,Forward,28,1.2,United States,MLS,Los Angeles FC,United States,MLS,New England Revolution,364k,False
1884,Jan-Niklas Beste,Forward,23,1.2,Germany,Bundesliga,SV Werder Bremen,Germany,2. Bundesliga,1.FC Heidenheim 1846,350k,False
1885,Irakli Azarovi,Defender,20,1.2,Georgia,Crystalbet Erovnuli Liga,Dinamo Batumi,Serbia,Super liga Srbije,Red Star Belgrade,300k,False
1886,Lazar Tufegdzic,Midfielder,25,1.2,Serbia,Super liga Srbije,FK Spartak Subotica,Bulgaria,efbet Liga,CSKA-Sofia,300k,False
1887,Vadim Rata,Midfielder,29,1.2,Romania,SuperLiga,FC Voluntari,Romania,SuperLiga,FCSB,300k,False
1888,Jhon Vásquez,Forward,27,1.2,Colombia,Liga DIMAYOR II,Deportivo Cali,Brazil,Série A,Ceará Sporting Club,300k,True
1889,Moussa Sissako,Defender,21,1.2,Belgium,Jupiler Pro League,Standard Liège,Russia,Premier Liga,FC Sochi,300k,False
1890,Mehdi Ghayedi,Forward,23,1.2,United Arab Emirates,UAE Pro League,FC Shabab Al-Ahli Dubai,Iran,Persian Gulf Pro League,Esteghlal FC,250k,True
1891,Adrian Gryszkiewicz,Defender,22,1.2,Poland,Ekstraklasa,Górnik Zabrze,Germany,2. Bundesliga,SC Paderborn 07,200k,False
1892,Stratos Svarnas,Defender,24,1.2,Greece,Super League 1,AEK Athens,Poland,Ekstraklasa,Rakow Czestochowa,200k,True
1893,Igor Konovalov,Midfielder,25,1.2,Russia,1.Division,Rubin Kazan,Russia,Premier Liga,Ural Yekaterinburg,120k,True
1894,Erik Durm,Defender,30,1.2,Germany,Bundesliga,Eintracht Frankfurt,Germany,2. Bundesliga,1.FC Kaiserslautern,0,False
1895,Lukas Klünter,Defender,26,1.2,Germany,Bundesliga,Hertha BSC,Germany,2. Bundesliga,Arminia Bielefeld,0,False
1896,Dereck Kutesa,Forward,24,1.2,France,Ligue 1,Stade Reims,Switzerland,Super League,Servette FC,0,False
1897,Sarpreet Singh,Midfielder,23,1.2,Germany,Regionalliga Bayern,FC Bayern Munich II,Germany,2. Bundesliga,SSV Jahn Regensburg,0,True
1898,Derrick Luckassen,Defender,27,1.2,Netherlands,Eredivisie,PSV Eindhoven,Israel,Ligat ha'Al,Maccabi Tel Aviv,0,False
1899,Enriko Papa,Midfielder,29,1.2,Romania,SuperLiga,FC Botosani,Turkey,1.Lig,Caykur Rizespor,0,False
1900,Farouk Miya,Midfielder,24,1.2,Ukraine,Premier Liga,PFK Lviv,Turkey,1.Lig,Caykur Rizespor,0,False
1901,Gabriel Fuentes,Defender,25,1.2,Colombia,Liga DIMAYOR II,Junior FC,Spain,LaLiga2,Real Zaragoza,0,True
1902,Haris Vuckic,Forward,29,1.2,Spain,LaLiga2,Real Zaragoza,Croatia,SuperSport HNL,HNK Rijeka,0,False
1903,Srdjan Mijailovic,Midfielder,28,1.2,Serbia,Super liga Srbije,FK Čukarički,Serbia,Super liga Srbije,Red Star Belgrade,0,False
1904,Daan Heymans,Midfielder,23,1.2,Italy,Serie B,Venezia FC,Belgium,Jupiler Pro League,RSC Charleroi,0,False
1905,Jonas Bager,Defender,25,1.2,Belgium,Jupiler Pro League,Royale Union Saint Gilloise,Belgium,Jupiler Pro League,RSC Charleroi,0,False
1906,Jaroslav Zeleny,Defender,29,1.2,Czech Republic,Fortuna Liga,FK Jablonec,Czech Republic,Fortuna Liga,AC Sparta Prague,0,False
1907,Jens Toornstra,Midfielder,33,1.2,Netherlands,Eredivisie,Feyenoord Rotterdam,Netherlands,Eredivisie,FC Utrecht,0,False
1908,Maciej Rybus,Defender,32,1.2,Russia,Premier Liga,Lokomotiv Moscow,Russia,Premier Liga,Spartak Moscow,0,False
1909,Pawel Wszolek,Midfielder,30,1.2,Germany,Bundesliga,1.FC Union Berlin,Poland,Ekstraklasa,Legia Warszawa,0,False
1910,Nuno Da Costa,Forward,31,1.2,England,Premier League,Nottingham Forest,France,Ligue 1,AJ Auxerre,0,False
1911,Heinz Lindner,Goalkeeper,31,1.2,Switzerland,Super League,FC Basel 1893,Switzerland,Super League,FC Sion,0,False
1912,Anthony Musaba,Forward,21,1.2,Monaco,Ligue 1,AS Monaco,France,Ligue 2,FC Metz,0,True
1913,Srdjan Plavsic,Forward,26,1.2,Czech Republic,Fortuna Liga,SK Slavia Prague,Czech Republic,Fortuna Liga,FC Banik Ostrava,0,True
1914,Nemanja Nikolic,Forward,29,1.2,Serbia,Super liga Srbije,FK Spartak Subotica,Serbia,Super liga Srbije,FK Vojvodina Novi Sad,0,False
1915,Kevin Rüegg,Defender,23,1.2,Italy,Serie A,Hellas Verona,Switzerland,Super League,BSC Young Boys,0,True
1916,Ben Woodburn,Midfielder,22,1.2,England,Premier League,Liverpool FC,England,Championship,Preston North End,0,False
1917,Younes Namli,Midfielder,28,1.2,Russia,Premier Liga,FK Krasnodar,Netherlands,Eredivisie,Sparta Rotterdam,0,False
1918,Romaine Sawyers,Midfielder,30,1.2,England,Championship,West Bromwich Albion,Wales,Championship,Cardiff City,0,False
1919,Dylan Chambost,Midfielder,24,1.2,France,Ligue 1,ESTAC Troyes,France,Ligue 2,AS Saint-Étienne,0,False
1920,Anthony Briançon,Defender,27,1.2,France,Ligue 2,Nîmes Olympique,France,Ligue 2,AS Saint-Étienne,0,False
1921,Mo Dauda,Forward,24,1.2,Belgium,Jupiler Pro League,RSC Anderlecht,Spain,LaLiga2,CD Tenerife,0,True
1922,Svetozar Markovic,Defender,22,1.2,Greece,Super League 1,Olympiacos Piraeus,Serbia,Super liga Srbije,FK Partizan Belgrade,0,False
1923,Arthur Desmas,Goalkeeper,28,1.2,France,Ligue 1,Clermont Foot 63,France,Ligue 2,AC Le Havre,0,False
1924,Moussa Doumbia,Forward,27,1.2,France,Ligue 1,Stade Reims,France,Ligue 2,FC Sochaux-Montbéliard,0,False
1925,Jesús Trindade,Midfielder,29,1.2,Mexico,Liga MX Clausura,CF Pachuca,Brazil,Série A,Coritiba Foot Ball Club,0,True
1926,Karim Ansarifard,Forward,32,1.2,Greece,Super League 1,AEK Athens,Cyprus,Protathlima Cyta,Omonia Nicosia,0,False
1927,Federico Macheda,Forward,30,1.2,Greece,Super League 1,Panathinaikos Athens,Turkey,Süper Lig,MKE Ankaragücü,0,False
1928,Théo Sainte-Luce,Defender,23,1.2,France,Ligue 2,Nîmes Olympique,France,Ligue 1,Montpellier HSC,0,False
1929,Andreas Voglsammer,Forward,30,1.2,Germany,Bundesliga,1.FC Union Berlin,England,Championship,Millwall FC,0,False
1930,Mark McGuinness,Defender,21,1.2,Wales,Championship,Cardiff City,England,League One,Sheffield Wednesday,0,True
1931,Ashley Fletcher,Forward,26,1.2,England,Championship,Watford FC,England,Championship,Wigan Athletic,0,True
1932,Esteban Burgos,Defender,30,1.2,Spain,LaLiga2,SD Eibar,Spain,LaLiga2,Málaga CF,0,False
1933,Alfred N'Diaye,Midfielder,32,1.2,Saudi Arabia,Saudi Pro League,Al-Shabab FC,Spain,LaLiga2,Málaga CF,0,False
1934,Brandon Thomas,Forward,27,1.2,Spain,LaLiga2,Málaga CF,Greece,Super League 1,PAOK Thessaloniki,0,False
1935,Jon Guridi,Midfielder,27,1.2,Spain,LaLiga,Real Sociedad,Spain,LaLiga2,Deportivo Alavés,0,False
1936,Nikola Maras,Defender,26,1.2,Spain,LaLiga,UD Almería,Spain,LaLiga2,Deportivo Alavés,0,True
1937,Edgar Méndez,Forward,32,1.2,Spain,LaLiga2,Deportivo Alavés,Mexico,Liga MX Clausura,Club Necaxa,0,False
1938,Damien Le Tallec,Midfielder,32,1.2,Greece,Super League 1,AEK Athens,Russia,Premier Liga,Torpedo Moscow,0,False
1939,Youssef Msakni,Forward,31,1.2,Qatar,Stars League,Al-Duhail SC,Qatar,Stars League,Al-Arabi SC,0,True
1940,Sambou Soumano,Forward,21,1.2,France,Ligue 1,FC Lorient,Belgium,Jupiler Pro League,KAS Eupen,0,True
1941,Melayro Bogarde,Midfielder,20,1.2,Germany,Bundesliga,TSG 1899 Hoffenheim,Netherlands,Keuken Kampioen Divisie,PEC Zwolle,0,True
1942,Elio Capradossi,Defender,26,1.2,Italy,Serie A,Spezia Calcio,Italy,Serie B,Cagliari Calcio,0,False
1943,Jason Berthomier,Midfielder,32,1.2,France,Ligue 1,Clermont Foot 63,France,Ligue 2,Valenciennes FC,0,False
1944,Ali Akman,Forward,20,1.2,Germany,Bundesliga,Eintracht Frankfurt,Turkey,1.Lig,Göztepe,0,True
1945,Fernando Navarro,Midfielder,33,1.2,Mexico,Liga MX Clausura,Club León FC,Mexico,Liga MX Clausura,Deportivo Toluca,0,False
1946,Joe Allen,Midfielder,32,1.2,England,Championship,Stoke City,Wales,Championship,Swansea City,0,False
1947,Mame Diouf,Forward,34,1.2,Turkey,Süper Lig,Hatayspor,Turkey,Süper Lig,Konyaspor,0,False
1948,Clinton N'Jie,Forward,28,1.2,Russia,Premier Liga,Dynamo Moscow,Turkey,Süper Lig,Sivasspor,0,False
1949,Fabricio Domínguez,Midfielder,24,1.2,Argentina,Liga Profesional,Racing Club,Argentina,Liga Profesional,Defensa y Justicia,0,True
1950,Robert Bozenik,Forward,22,1.2,Netherlands,Eredivisie,Feyenoord Rotterdam,Portugal,Liga Portugal,Boavista FC,0,True
1951,Joel Fameyeh,Forward,25,1.2,Russia,Premier Liga,FK Orenburg,Russia,1.Division,Rubin Kazan,0,False
1952,Christian Dalle Mura,Defender,20,1.2,Italy,Serie A,ACF Fiorentina,Italy,Serie B,SPAL,0,True
1953,Luca Valzania,Midfielder,26,1.2,Italy,Serie A,US Cremonese,Italy,Serie B,SPAL,0,True
1954,Aleksander Buksa,Forward,19,1.2,Italy,Serie B,Genoa CFC,Belgium,Jupiler Pro League,Oud-Heverlee Leuven,0,True
1955,Vladlen Yurchenko,Midfielder,28,1.2,Latvia,Virsliga,Riga FC,Ukraine,Premier Liga,Vorskla Poltava,0,False
1956,Ousmane Doumbia,Midfielder,30,1.2,Switzerland,Super League,FC Zürich,Switzerland,Super League,FC Lugano,0,False
1957,Luca Palmiero,Midfielder,26,1.2,Italy,Serie A,SSC Napoli,Italy,Serie C - C,Delfino Pescara 1936,0,False
1958,Ousseynou Thioune,Midfielder,28,1.2,France,Ligue 2,FC Sochaux-Montbéliard,France,Ligue 2,Dijon FCO,0,False
1959,N'Dri Koffi,Forward,20,1.2,France,Ligue 1,Stade Reims,Portugal,Liga Portugal,FC Paços de Ferreira,0,True
1960,Cyrus Christie,Defender,29,1.2,England,Premier League,Fulham FC,England,Championship,Hull City,0,False
1961,Dan Nlundulu,Forward,23,1.2,England,Premier League,Southampton FC,England,League One,Cheltenham Town,0,True
1962,Varazdat Haroyan,Defender,29,1.2,Spain,LaLiga,Cádiz CF,Cyprus,Protathlima Cyta,Anorthosis Famagusta,0,False
1963,Casimir Ninga,Forward,29,1.2,France,Ligue 1,Angers SCO,Cyprus,Protathlima Cyta,Anorthosis Famagusta,0,False
1964,Majeed Waris,Forward,30,1.2,France,Ligue 1,RC Strasbourg Alsace,Cyprus,Protathlima Cyta,Anorthosis Famagusta,0,False
1965,Favio Álvarez,Midfielder,29,1.2,Mexico,Liga MX Clausura,UNAM Pumas,Argentina,Liga Profesional,Club Atlético Talleres,0,True
1966,Heriberto Tavares,Forward,25,1.2,Portugal,Liga Portugal,FC Famalicão,Spain,LaLiga2,SD Ponferradina,0,True
1967,Sokol Cikalleshi,Forward,32,1.2,Turkey,Süper Lig,Konyaspor,Saudi Arabia,Saudi Pro League,Khaleej FC,0,True
1968,Mohamed Ounajem,Forward,30,1.2,Egypt,Premier League,Zamalek SC,Morocco,Botola Pro Inwi,Wydad Casablanca,0,False
1969,Levent Mercan,Defender,21,1.2,Germany,Bundesliga,FC Schalke 04,Turkey,Süper Lig,Fatih Karagümrük,0,False
1970,Luca Sangalli,Midfielder,27,1.2,Spain,Primera Federación - Gr. II,Real Sociedad B,Spain,LaLiga2,FC Cartagena,0,False
1971,Luccas Claro,Defender,30,1.2,Brazil,Série A,Fluminense Football Club,Turkey,1.Lig,Eyüpspor,0,False
1972,Adrián Aldrete,Defender,34,1.2,Mexico,Liga MX Clausura,CD Cruz Azul,Mexico,Liga MX Clausura,UNAM Pumas,0,False
1973,Higor Meritão,Midfielder,28,1.2,Brazil,Paulistão A1 - Primeira Fase,Ferroviária,Mexico,Liga MX Clausura,UNAM Pumas,0,False
1974,Tarek Hamed,Midfielder,33,1.2,Egypt,Premier League,Zamalek SC,Saudi Arabia,Saudi Pro League,Al-Ittihad Club,0,False
1975,Uri Busquets,Midfielder,23,1.2,France,Ligue 1,Clermont Foot 63,Portugal,Liga Portugal,FC Arouca,0,False
1976,Mehdi Chahiri,Forward,25,1.2,France,Ligue 1,RC Strasbourg Alsace,France,Ligue 2,Paris FC,0,True
1977,Abraham Marcus,Forward,22,1.2,Nigeria,Without League,Remo Stars FC,Portugal,Liga Sabseg,FC Porto B,0,True
1978,Getulio,Forward,25,1.2,Brazil,Série B,Tombense Futebol Clube (MG),Japan,J2 League,Ventforet Kofu,0,True
1979,Josh Vela,Midfielder,28,1.2,England,League One,Shrewsbury Town,England,League One,Fleetwood Town,0,False
1980,Rúnar Alex Rúnarsson,Goalkeeper,27,1.2,England,Premier League,Arsenal FC,Turkey,Süper Lig,Alanyaspor,0,True
1981,César Haydar,Defender,21,1.2,Brazil,Série A,Red Bull Bragantino,Colombia,Liga DIMAYOR II,Junior FC,0,True
1982,Kevin Castañeda,Midfielder,22,1.2,Mexico,Liga MX Clausura,Deportivo Toluca,Mexico,Liga MX Clausura,Club Tijuana,0,False
1983,Mohamed Rayhi,Forward,28,1.2,Saudi Arabia,Saudi Pro League,Al-Batin FC,United Arab Emirates,UAE Pro League,Al-Dhafra FC,0,False
1984,Yann Bodiger,Midfielder,27,1.2,Spain,LaLiga2,FC Cartagena,Spain,LaLiga2,Granada CF,0,False
1985,Ignasi Miquel,Defender,29,1.2,Spain,LaLiga,Getafe CF,Spain,LaLiga2,Granada CF,0,False
1986,Lisandro Alzugaray,Forward,32,1.2,Ecuador,Serie A Segunda Etapa,CD Universidad Católica,Saudi Arabia,Without League,Al-Ahli SFC,0,False
1987,Luiz Gustavo,Midfielder,35,1.2,Turkey,Süper Lig,Fenerbahce,Saudi Arabia,Saudi Pro League,Al-Nassr FC,0,False
